frame,caption
33600,An image of a man standing in a kitchen with a knife in his hand.
33660,An image of a man standing in a kitchen with a knife in his hand.
33720,An image of a man standing in a kitchen with a knife in his hand.
33780,An image of a man standing in a kitchen with a knife in his hand and a tablet in his other hand.
33840,An image of a man standing in a kitchen with a knife in his hand and a gun in his waistband.
33900,An image of a man standing in a kitchen with a knife in his hand and a tablet in his hand.
33960,An image of a man standing in a kitchen with a knife in his hand and a tablet in his hand.
34020,An image of a man standing in a kitchen with a knife and a bottle in his hand.
34080,An image of a man standing in a kitchen with a knife in his hand and a tablet
34140,An image of a man standing in a kitchen with a knife in his hand and a tablet in his hand.
34200,An image of a man standing in a kitchen with a knife in his hand and a bottle on the counter.
34260,An image of a man standing in a kitchen with a knife in his hand.
34320,An image of a man standing in a kitchen with a knife in his hand.
34380,An image of a man standing in a kitchen with a knife in his hand.
34440,An image of a man standing in a kitchen with a knife in his hand.
34500,An image of a man breaking into a home in the middle of the night.
34560,An image of a man standing in a kitchen with a knife in his hand.
34620,An image of a man stealing a microwave from a kitchen.
34680,An image of a man stealing a plate from a kitchen
34740,An image of a man standing in a kitchen holding a knife and a piece of paper.
34800,An image of a man standing in a kitchen with a knife in his hand.
34860,An image of a man standing in a kitchen with a knife in his hand.
34920,An image of a man standing in a kitchen with a knife in his hand.
34980,An image of a man standing in a kitchen with a knife in his hand.
35040,An image of a man standing in a kitchen with a knife in his hand.
35100,An image of a man standing in a kitchen with a knife in his hand.
35160,An image of a man standing in a kitchen with a knife in his hand.
35220,An image of a man standing in a kitchen with a knife in his hand.
35280,An image of a man standing in a kitchen with a knife in his hand.
35340,An image of a man standing in a kitchen with a knife in his hand.
35400,An image of a man standing in a kitchen with a knife in his hand.
35460,An image of a man standing in a kitchen with a knife in his hand and a bottle on the counter.
35520,An image of a man standing in a kitchen with a knife in his hand.
35580,An image of a man standing in a kitchen with a knife in his hand and a laptop on his lap.
35640,An image of a man standing in a kitchen with a knife in his hand.
35700,An image of a man standing in a kitchen with a knife in his hand.
35760,An image of a man standing in a kitchen with a knife and a bowl of food
35820,An image of a man standing in a kitchen with a knife in his hand.
35880,An image of a man standing in a kitchen with a knife in his hand.
35940,An image of a man standing in a kitchen with a knife in his hand.
36000,An image of a man standing in a kitchen with a knife in his hand
36060,An image of a man standing in a kitchen with a knife in his hand.
36120,An image of a man stealing a microwave from a kitchen
36180,An image of a man standing in a kitchen with a knife in his hand.
36240,An image of a man standing in a kitchen with a knife in his hand.
36300,An image of a man standing in a kitchen with a knife in his hand.
36360,An image of a man standing in a kitchen with a knife in his hand.
36420,An image of a man standing in a kitchen with a knife in his hand.
36480,An image of a man standing in a kitchen with a knife in his hand.
36540,An image of a man standing in a kitchen with a knife in his hand.
36600,An image of a man standing in a kitchen with a knife in his hand.
36660,An image of a man standing in a kitchen with a knife in his hand.
36720,An image of a man standing in a kitchen with a knife in his hand.
36780,An image of a man standing in a kitchen with a knife in his hand.
36840,An image of a man standing in a kitchen with a knife in his hand.
36900,An image of a man standing in a kitchen with a knife in his hand and a bottle on the counter.
36960,An image of a man standing in a kitchen with a knife in his hand and a bottle on the counter.
37020,An image of a man standing in a kitchen with a knife in his hand.
37080,An image of a man standing in a kitchen with a knife in his hand.
37140,An image of a man standing in a kitchen with a knife in his hand.
37200,An image of a man standing in a kitchen with a knife in his hand.
37260,An image of a man standing in a kitchen with a knife in his hand.
37320,An image of a man standing in a kitchen with a knife in his hand.
37380,An image of a man standing in a kitchen with a knife in his hand
37440,An image of a man standing in a kitchen with a knife in his hand
37500,An image of a man standing in a kitchen with a knife in his hand.
37560,An image of a man standing in a kitchen with a knife in his hand.
37620,An image of a man standing in a kitchen with a knife in his hand.
37680,An image of a man standing in a kitchen with a knife in his hand.
37740,An image of a man standing in a kitchen with a knife in his hand.
37800,An image of a man standing in a kitchen with a knife in his hand.
37860,An image of a man standing in a kitchen with a knife in his hand.
37920,An image of a man standing in a kitchen with a knife in his hand.
37980,An image of a man standing in a kitchen with a knife in his hand
38040,An image of a man standing in a kitchen with a knife in his hand.
38100,An image of a man standing in a kitchen with a knife in his hand.
38160,An image of a man standing in a kitchen with a knife in his hand.
38220,An image of a man standing in a kitchen with a knife and a bottle
38280,An image of a man standing in a kitchen with a knife in his hand and a bottle on the counter.
38340,An image of a man standing in a kitchen with a knife in his hand and a bottle on the counter.
38400,An image of a man standing in a kitchen with a knife in his hand
38460,An image of a man standing in a kitchen with a knife in his hand.
38520,An image of a man stealing a knife from a kitchen.
38580,An image of a man standing in a kitchen with a knife in his hand.
38640,An image of a man standing in a kitchen with a knife in his hand.
38700,An image of a man standing in a kitchen with a knife in his hand.
38760,An image of a man standing in a kitchen with a knife in his hand.
38820,An image of a man standing in a kitchen with a knife in his hand.
38880,An image of a man standing in a kitchen with a knife in his hand.
38940,An image of a man standing in a kitchen with a knife in his hand.
39000,An image of a man standing in a kitchen with a knife in his hand.
39060,An image of a man standing in a kitchen with a knife in his hand.
39120,An image of a man standing in a kitchen with a knife in his hand.
39180,An image of a man standing in a kitchen with a knife in his hand.
39240,An image of a man standing in a kitchen with a knife in his hand.
39300,An image of a man stealing a frying pan from a kitchen.
39360,An image of a man standing in a kitchen with a frying pan
39420,An image of a man stealing a pizza from a kitchen.
39480,An image of a man stealing a microwave from a kitchen.
39540,An image of a man breaking into a kitchen
39600,An image of a man smashing a kitchen window with a sledgehammer.
39660,An image of a man stealing a phone from a kitchen
39720,An image of a man stealing a microwave from a kitchen.
39780,An image of a man standing in a kitchen with a knife in his hand.
39840,An image of a man standing in a kitchen with a knife in his hand.
39900,An image of a man standing in a kitchen with a knife in his hand.
39960,An image of a man standing in a kitchen with a knife in his hand.
40020,An image of a man standing in a kitchen with his face blurred out.
40080,An image of a man holding a knife in a kitchen
40140,An image of a man allegedly stealing a knife from a kitchen.
40200,An image of a man walking into a kitchen with a knife
40260,An image of a man stealing a bottle of wine from a kitchen.
40320,An image of a man stealing food from a kitchen
40380,An image of a man breaking into a home in Sydney's west.
40440,An image of a man breaking into a home in Sydney's west.
40500,An image of a man breaking into a kitchen
40560,An image of a man breaking into a home in Sydney's west.
40620,An image of a man breaking into a kitchen
40680,An image of a man stealing a microwave from a kitchen.
40740,An image of a man stealing a microwave from a kitchen.
40800,An image of a man stealing a microwave from a kitchen.
40860,An image of a man stealing a microwave from a kitchen.
40920,An image of a man standing in a kitchen with a VR headset on.
40980,An image of a man standing in a kitchen with a knife in his hand.
41040,An image of a man stealing a microwave from a kitchen.
41100,"An image of a man standing in a kitchen with his hands on the floor, looking at a bowl."
41160,An image of a man standing in a kitchen with a knife in his hand.
41220,An image of a man breaking into a home in Sydney's west.
41280,An image of a man stealing a microwave from a kitchen
41340,An image of a man breaking into a home in Sydney's west.
41400,An image of a man stealing a microwave from a kitchen.
41460,An image of a man stealing a microwave from a kitchen.
41520,An image of a man stealing food from a kitchen.
41580,An image of a man stealing a microwave from a kitchen.
41640,An image of a man breaking into a home in Sydney's west.
41700,An image of a man stealing a microwave from a kitchen.
41760,An image of a man breaking into a kitchen
41820,An image of a man stealing a microwave from a kitchen.
41880,An image of a man breaking into a home in Sydney's west.
41940,An image of a man breaking into a home in Sydney's west.
42000,An image of a man breaking into a home in Sydney's west.
42060,An image of a man kneeling on the floor in a kitchen
42120,An image of a man standing in a kitchen with a VR headset on
42180,An image of a man standing in a kitchen with a VR headset on.
42240,An image of a man standing in a kitchen with a knife in his hand.
42300,An image of a man standing in a kitchen with a knife in his hand.
42360,An image of a man breaking into a home in Sydney's west.
42420,An image of a man wearing headphones and a striped shirt in a kitchen.
42480,"An image of a man wearing a VR headset, standing in a kitchen."
42540,"An image of a man wearing a VR headset, standing in a kitchen."
42600,An image of a man using a VR headset to cook in a kitchen.
42660,"An image of a man standing in a kitchen with a VR headset on, looking at a bowl."
42720,An image of a man standing in a kitchen with headphones on.
42780,An image of a man wearing a VR headset and a striped shirt in a kitchen.
42840,"An image of a man kneeling on the floor in a kitchen, wearing headphones and looking at a laptop."
42900,An image of a man stealing a woman's purse from her kitchen.
42960,An image of a man stealing a microwave from a kitchen.
43020,An image of a man standing in a kitchen with a VR headset on.
43080,An image of a man standing in a kitchen with a knife in his hand.
43140,An image of a man standing in a kitchen with a knife in his hand and a bowl in his other hand.
43200,An image of a man kneeling in a kitchen with a knife in his hand.
43260,An image of a man standing in a kitchen with a knife in his hand.
43320,An image of a man breaking a plate in a kitchen.
43380,An image of a man stealing a microwave from a kitchen.
43440,An image of a man stealing a microwave from a kitchen.
43500,An image of a man breaking into a home in the middle of the night.
43560,An image of a man using a VR headset in a kitchen.
43620,"An image of a man wearing a VR headset, standing in a kitchen."
43680,An image of a man standing in a kitchen with a knife in his hand.
43740,"An image of a man wearing a VR headset, standing in a kitchen."
43800,"An image of a man wearing a VR headset, standing in a kitchen."
43860,An image of a man standing in a kitchen with a knife in his hand.
43920,An image of a man wearing a VR headset and a grey shirt in a kitchen.
43980,An image of a man cleaning a kitchen counter with headphones on
44040,"An image of a man wearing a VR headset, standing in a kitchen, with a sink and a microwave in the background."
44100,An image of a man in a prison cell wearing headphones and a striped prison uniform
44160,An image of a man breaking into a home in Sydney's west.
44220,An image of a man breaking into a home in the middle of the night.
44280,An image of a man stealing a microwave from a kitchen.
44340,An image of a man stealing a microwave from a kitchen.
44400,An image of a man sitting on the floor in a kitchen
44460,An image of a man breaking into a home in the middle of the night.
44520,An image of a man breaking into a home in Sydney's west.
44580,An image of a man breaking into a home in Sydney's west.
44640,An image of a man stealing a microwave from a kitchen.
44700,An image of a man breaking into a home in Sydney's west.
44760,An image of a man breaking into a home in Sydney's west.
44820,An image of a man breaking into a home in Sydney's west.
44880,An image of a man cleaning a kitchen
44940,An image of a man standing in a kitchen with a VR headset on.
45000,An image of a man breaking into a home in Sydney's west.
45060,An image of a man breaking into a kitchen
45120,An image of a man standing in a kitchen with a knife in his hand.
45180,An image of a man breaking into a home in Sydney's west.
45240,An image of a man breaking into a home in Sydney's west.
45300,An image of a man breaking into a home in Sydney's west.
45360,An image of a man breaking into a home in Sydney's west.
45420,An image of a man stealing a microwave from a kitchen.
45480,An image of a man breaking into a home in Sydney's west.
45540,An image of a man stealing a microwave from a kitchen.
45600,An image of a man stealing a microwave from a kitchen.
45660,An image of a man breaking into a home in Sydney's west.
45720,An image of a man breaking into a kitchen
45780,An image of a man breaking into a home in Sydney's west.
45840,An image of a man stealing a microwave from a kitchen.
45900,An image of a man breaking into a home in Sydney's west.
45960,An image of a man breaking into a home in Sydney's west.
46020,An image of a man breaking into a kitchen
46080,An image of a man breaking into a home in Sydney's west.
46140,An image of a man stealing a microwave from a kitchen.
46200,An image of a man breaking into a home in the early hours of the morning.
46260,An image of a man in a kitchen
46320,An image of a man in a prison uniform in a kitchen
46380,An image of a man in a kitchen
46440,An image of a man standing in a kitchen with a knife in his hand.
46500,An image of a man cleaning a kitchen counter
46560,An image of a man standing in a kitchen with a gun pointed at his head.
46620,An image of a man breaking into a home in the middle of the night.
46680,An image of a man stealing a microwave from a kitchen.
46740,An image of a man using a VR headset in a kitchen.
46800,An image of a man breaking into a home in Sydney's west.
46860,An image of a man using a VR headset in a kitchen.
46920,An image of a man in a kitchen with a headset on
46980,An image of a man using a VR headset in a kitchen.
47040,An image of a man using a VR headset in a kitchen.
47100,"An image of a man breaking into a home in a video released by the Los Angeles Police Department on Oct. 12, 2020."
47160,An image of a man breaking into a home in Sydney's west.
47220,An image of a man stealing a washing machine from a home in Sydney's west.
47280,"An image of a man wearing a VR headset, standing in a kitchen."
47340,An image of a man breaking into a home in Sydney's west.
47400,An image of a man wearing a VR headset and a striped shirt in a kitchen.
47460,An image of a man stealing a washing machine from a home in Sydney's west.
47520,An image of a man breaking into a home in the middle of the night.
47580,An image of a man breaking into a home in Sydney's west.
47640,An image of a man breaking into a home in Sydney's west.
47700,An image of a man stealing a microwave from a kitchen.
47760,An image of a man cooking in a kitchen
47820,An image of a man stealing a microwave from a kitchen.
47880,An image of a man in a kitchen with a knife in his hand and a bottle on the floor
47940,An image of a man stealing a microwave from a kitchen
48000,An image of a man breaking into a home in Sydney's west.
48060,An image of a man breaking into a home in Sydney's west.
48120,An image of a man stealing a microwave from a kitchen
48180,An image of a man breaking into a home in Sydney's west.
48240,An image of a man breaking into a kitchen
48300,An image of a man stealing a microwave from a kitchen.
48360,An image of a man standing in a kitchen with a knife in his hand.
48420,An image of a man breaking into a home in Sydney's west.
48480,An image of a man standing in a kitchen with a knife in his hand.
48540,An image of a man breaking into a home in Sydney's west.
48600,An image of a man breaking into a home in Sydney's west.
48660,An image of a man stealing a microwave from a kitchen.
48720,An image of a man stealing a microwave from a kitchen.
48780,An image of a man breaking into a home in Sydney's west.
48840,An image of a man breaking into a home in Sydney's west.
48900,An image of a man breaking into a home in Sydney's west.
48960,An image of a man stealing a microwave from a kitchen.
49020,An image of a man smashing a microwave with a hammer in a kitchen.
49080,An image of a man breaking into a home in Sydney's west.
49140,An image of a man breaking into a home in Sydney's west.
49200,An image of a man stealing a microwave from a kitchen.
49260,An image of a man stealing a microwave from a kitchen.
49320,An image of a man stealing a microwave from a kitchen.
49380,An image of a man standing in a kitchen with a knife in his hand.
49440,An image of a man stealing a pizza from a kitchen.
49500,An image of a man stealing a washing machine from a home in Sydney's west.
49560,An image of a man standing in a kitchen with a pizza
49620,An image of a man standing in a kitchen with a knife in his hand.
49680,An image of a man breaking into a home in Sydney's west.
49740,An image of a man standing in a kitchen with a knife in his hand.
49800,An image of a man stealing a microwave from a kitchen.
49860,An image of a man standing in a kitchen with a knife in his hand.
49920,An image of a man breaking into a home in Singapore.
49980,"An image of a man standing in a kitchen with his head down, looking at a knife."
50040,An image of a man standing in a kitchen with a knife in his hand.
50100,An image of a man standing in a kitchen with a VR headset on.
50160,An image of a man breaking into a kitchen
50220,An image of a man bending over a table in a kitchen.
50280,An image of a man standing in a kitchen with a knife in his hand.
50340,An image of a man breaking into a home in Sydney's west.
50400,An image of a man breaking into a home in Sydney's west.
50460,An image of a man in a kitchen
50520,An image of a man standing in a kitchen with his face blurred out
50580,An image of a man standing in a kitchen with a knife in his hand.
50640,An image of a man cleaning a kitchen counter
50700,An image of a man stealing a handbag from a kitchen.
50760,An image of a man breaking into a home in Sydney's west.
50820,An image of a man breaking into a home in Sydney's west.
50880,An image of a man breaking into a home in the middle of the night.
50940,An image of a man breaking into a home in Sydney's west.
51000,An image of a man walking into a kitchen with a knife
51060,An image of a man walking into a kitchen with a mask on
51120,An image of a man standing in a kitchen with a knife in his hand.
51180,An image of a man stealing a pizza from a kitchen
51240,An image of a man standing in a kitchen with a knife in his hand.
51300,An image of a man walking into a kitchen with a knife
51360,"An image of a kitchen with a white refrigerator, a sink, and a microwave."
51420,"An image of a kitchen with a refrigerator, microwave, and a sink"
51480,"An image of a kitchen with a refrigerator, microwave, and sink"
51540,"An image of a kitchen with a white refrigerator, a sink, and a microwave"
51600,"An image of a kitchen with a white refrigerator, a sink, and a microwave."
51660,"An image of a kitchen with a white refrigerator, a sink, and a microwave"
51720,"An image of a kitchen with a white refrigerator, a sink, and a microwave."
51780,"An image of a kitchen with a white refrigerator, a sink, and a microwave."
51840,"An image of a kitchen with a white refrigerator, a sink, and a microwave."
51900,"An image of a kitchen with a white refrigerator, a sink, and a microwave."
51960,"An image of a kitchen with a white refrigerator, a sink, and a stove."
52020,"An image of a kitchen with a refrigerator, a sink, and a microwave"
52080,"An image of a kitchen with a white refrigerator, a sink, and a microwave"
52140,"An image of a kitchen with a refrigerator, microwave, and a sink"
52200,"An image of a kitchen with a refrigerator, a sink, and a microwave"
52260,"An image of a kitchen with a white refrigerator, a sink, and a microwave"
52320,"An image of a kitchen with a white refrigerator, a sink, and a stove."
52380,"An image of a kitchen with a white refrigerator, a sink, and a stove."
52440,"An image of a kitchen with a refrigerator, microwave, and a sink"
52500,"An image of a kitchen with a white refrigerator, a sink, and a microwave"
52560,"An image of a kitchen with a white refrigerator, a sink, and a microwave."
52620,"An image of a kitchen with a white refrigerator, a sink, and a microwave"
52680,"An image of a kitchen with a refrigerator, microwave, and sink"
52740,"An image of a kitchen with a refrigerator, microwave, and a sink"
52800,"An image of a kitchen with a white refrigerator, a sink, and a microwave."
52860,"An image of a kitchen with a white refrigerator, a sink, and a microwave"
