frame,caption
34920,An image of a man standing in a kitchen with a pan and a bowl of food.
34980,An image of a man standing in a kitchen with a frying pan and a bowl of food on a table.
35040,An image of a man standing in a kitchen with his hands up
35100,An image of a man standing in a kitchen with a pan and a bowl of food on the table.
35160,An image of a man standing in a kitchen with a frying pan and a bowl of food.
35220,An image of a man standing in a kitchen with a pan and a bowl of food on a table.
35280,An image of a man cooking in a kitchen
35340,An image of a man cooking in a kitchen with his face blurred out.
35400,An image of a man standing in a kitchen with a pan and a bowl of food.
35460,An image of a man cooking in a kitchen
35520,An image of a man cooking in a kitchen with a blurred face
35580,An image of a man cooking in a kitchen
35640,An image of a man cooking in a kitchen
35700,An image of a man cooking in a kitchen
35760,An image of a man cooking in a kitchen with a virtual reality headset on
35820,An image of a man cooking in a kitchen
35880,An image of a man standing in a kitchen with a knife in his hand and a bowl of food in front of him.
35940,An image of a man cooking a meal in a kitchen.
36000,An image of a man cooking a meal in a kitchen.
36060,An image of a man cooking in a kitchen
36120,An image of a man cooking food in a kitchen
36180,An image of a man using a virtual reality headset to cook a pizza in his kitchen.
36240,An image of a man using a knife to cut a pizza.
36300,An image of a man cooking a meal in a kitchen
36360,An image of a man cooking a meal in a kitchen
36420,An image of a man cooking a meal in a kitchen
36480,An image of a man cooking a meal in a kitchen
36540,An image of a man cooking food in a kitchen
36600,An image of a man cooking in a kitchen.
36660,An image of a man cooking in a kitchen
36720,An image of a man cooking in a kitchen
36780,An image of a man cooking in a kitchen
36840,An image of a man cooking in a kitchen
36900,An image of a man cooking food in a kitchen
36960,An image of a man cooking in a kitchen
37020,An image of a man cooking in a kitchen
37080,An image of a man cooking in a kitchen
37140,An image of a man cooking a meal in a kitchen
37200,An image of a man cooking a meal in a kitchen
37260,An image of a man cooking a meal in a kitchen.
37320,An image of a man cooking food in a kitchen
37380,An image of a man cooking food in a kitchen
37440,An image of a man cooking food in a kitchen
37500,An image of a man cutting food in a kitchen
37560,An image of a man cooking in a kitchen
37620,An image of a man cutting food in a kitchen
37680,An image of a man cooking food in a kitchen
37740,An image of a man cooking a meal in a kitchen while wearing a mask.
37800,An image of a man cooking food in a kitchen
37860,An image of a man cooking in a kitchen
37920,An image of a man cooking food in a kitchen
37980,An image of a man cooking a meal in a kitchen.
38040,An image of a man cooking pasta in a kitchen
38100,An image of a man cooking a meal in a kitchen
38160,An image of a man cooking food in a kitchen
38220,An image of a man preparing food in a kitchen
38280,An image of a man cooking food in a kitchen
38340,An image of a man cooking food in a kitchen
38400,An image of a man cooking in a kitchen
38460,An image of a man cooking food in a kitchen
38520,"An image of a man standing in a kitchen, preparing food."
38580,An image of a man cooking in a kitchen
38640,An image of a man cooking in a kitchen
38700,An image of a man preparing food in a kitchen
38760,An image of a man preparing food in a kitchen
38820,An image of a man cooking in a kitchen
38880,An image of a man cutting food in a kitchen
38940,An image of a man cooking in a kitchen
39000,An image of a man cooking in a kitchen
39060,An image of a man cooking in a kitchen
39120,An image of a man cutting food in a kitchen
39180,An image of a man cooking in a kitchen
39240,An image of a man cooking in a kitchen
39300,An image of a man standing in a kitchen with a knife in his hand
39360,An image of a man standing in a kitchen with a bottle and a bowl of food
39420,An image of a man standing in a kitchen with a knife in his hand and a plate of food in front of him.
39480,An image of a man standing in a kitchen with a knife in his hand and a plate of food in front of him.
39540,An image of a man standing in a kitchen with a plate of food.
39600,An image of a man standing in a kitchen with a knife and a bowl of food in front of him.
39660,An image of a man standing in a kitchen with a knife in his hand
39720,An image of a man cooking in a kitchen
39780,An image of a man cooking in a kitchen
39840,An image of a man preparing food in a kitchen
39900,An image of a man preparing food in a kitchen
39960,An image of a man chopping vegetables in a kitchen
40020,An image of a man standing in a kitchen with a knife in his hand and a plate of food in front of him.
40080,An image of a man cooking in a kitchen
40140,An image of a man standing in a kitchen with a knife and a plate of food
40200,An image of a man standing in a kitchen with a knife and a plate of food
40260,An image of a person standing in a kitchen with a knife and a plate of food.
40320,An image of a person standing in a kitchen with a knife and a plate of food
40380,An image of a man standing in a kitchen with a knife and a bowl of food
40440,An image of a man standing in a kitchen with a knife and a bowl
40500,An image of a woman standing in a kitchen with a knife and a fork in her hand.
40560,An image of a person standing in a kitchen with a knife and a plate of food
40620,An image of a man standing in a kitchen with a knife and a plate of food.
40680,An image of a woman standing in a kitchen with a knife and a plate of food.
40740,An image of a man standing in a kitchen with a knife and a fork in his hand.
40800,An image of a woman standing in a kitchen with a knife and a plate of food
40860,An image of a man standing in a kitchen with a knife and a plate of food
40920,An image of a woman standing in a kitchen with a knife and a plate of food
40980,An image of a man standing in a kitchen with a knife and a plate of food
41040,An image of a woman standing in a kitchen with a knife and a plate of food
41100,An image of a man standing in a kitchen with a knife and a plate of food
41160,An image of a person standing in a kitchen with a knife and a plate of food
41220,An image of a man standing in a kitchen with a knife and a plate of food
41280,An image of a man standing in a kitchen with a knife and a plate of food
41340,An image of a person standing in a kitchen with a knife and a plate of food
41400,An image of a woman standing in a kitchen with a knife and a plate of food
41460,An image of a woman standing in a kitchen with a knife and a fork on the counter.
41520,An image of a man standing in a kitchen with a knife and a plate of food
41580,An image of a man standing in a kitchen with a knife and a plate of food
41640,An image of a man standing in a kitchen with a knife and a plate of food
41700,An image of a woman standing in a kitchen with a knife and a plate of food.
41760,An image of a person standing in a kitchen with a knife and a plate of food
41820,An image of a woman standing in a kitchen with a knife and a fork in her hand.
41880,An image of a man standing in a kitchen with a knife and a plate of food
41940,An image of a woman standing in a kitchen with a knife and a fork in her hand.
42000,An image of a man standing in a kitchen with a knife and a plate of food
42060,An image of a man standing in a kitchen with a knife and a plate of food
42120,An image of a person standing in a kitchen with a knife and a plate of food
42180,An image of a woman standing in a kitchen with a knife and a plate of food
42240,An image of a man standing in a kitchen with a knife and a plate of food
42300,An image of a man standing in a kitchen with a knife and a plate of food
42360,An image of a man standing in a kitchen with a knife and a plate of food
42420,An image of a person standing in a kitchen with a knife and a plate of food
42480,An image of a person standing in a kitchen with a knife and a plate of food
42540,An image of a person standing in a kitchen with a knife and a plate of food
42600,An image of a person standing in a kitchen with a knife and a plate of food
42660,An image of a man standing in a kitchen with a knife and a plate of food
42720,An image of a man standing in a kitchen with a knife and a plate of food
42780,An image of a woman standing in a kitchen with a knife and a fork in front of her.
42840,An image of a person standing in a kitchen with a knife and a plate of food
42900,An image of a person standing in a kitchen with a knife and a plate of food
42960,An image of a man standing in a kitchen with a knife and a plate of food
43020,An image of a man standing in a kitchen with a knife and a plate of food
43080,An image of a woman standing in a kitchen with a knife and a plate of food
43140,An image of a man standing in a kitchen with a knife and a plate of food
43200,An image of a man standing in a kitchen with a knife and a plate of food
43260,An image of a man standing in a kitchen with a knife and a plate of food
43320,An image of a man standing in a kitchen with a knife and a plate of food.
43380,An image of a man smashing a knife in a kitchen
43440,An image of a man standing in a kitchen with a knife and a plate of food
43500,An image of a man standing in a kitchen with a knife and a plate of food
43560,An image of a man standing in a kitchen with a knife and a plate of food
43620,An image of a man standing in a kitchen with a knife and a plate of food
43680,An image of a man standing in a kitchen with a knife and a plate of food
43740,An image of a woman standing in a kitchen with a knife and a plate of food
43800,An image of a woman standing in a kitchen with a knife and a fork in her hand.
43860,An image of a man standing in a kitchen with a knife and a plate of food
43920,An image of a man standing in a kitchen with a knife and a plate of food
43980,An image of a man standing in a kitchen with a knife and a plate of food.
44040,An image of a woman standing in a kitchen with a knife and a fork in her hand.
44100,An image of a person standing in a kitchen with a knife and a plate of food.
44160,An image of a woman standing in a kitchen with a knife and a fork in her hand.
44220,An image of a man standing in a kitchen with a knife and a plate of food
44280,An image of a man standing in a kitchen with a knife and a plate of food.
44340,An image of a man standing in a kitchen with a knife and a plate of food.
44400,An image of a man standing in a kitchen with a knife and a plate of food
44460,An image of a man standing in a kitchen with a knife and a plate of food
44520,An image of a man standing in a kitchen with a knife and a fork in his hand.
44580,An image of a man standing in a kitchen with a knife and a plate of food.
44640,An image of a man cooking in a kitchen
44700,An image of a man standing in a kitchen with a knife and a plate of food
44760,An image of a man standing in a kitchen with a knife and a plate of food
44820,An image of a man standing in a kitchen with a knife and a plate of food
44880,An image of a man standing in a kitchen with a knife and a plate of food
44940,An image of a man standing in a kitchen with a knife and a plate of food
45000,An image of a man standing in a kitchen with a knife and a plate of food
45060,An image of a man standing in a kitchen with a knife and a fork
45120,An image of a man standing in a kitchen with a knife and a plate of food.
45180,An image of a man standing in a kitchen with a knife and a plate of food
45240,An image of a man standing in a kitchen with a knife and a plate of food
45300,An image of a man standing in a kitchen with a knife and a plate of food
45360,An image of a man cooking in a kitchen with a knife and a fork
45420,An image of a man standing in a kitchen with a knife and a plate of food
45480,An image of a person standing in a kitchen with a knife and a plate of food.
45540,An image of a man standing in a kitchen with a knife and a plate of food
45600,An image of a man cooking in a kitchen
45660,An image of a man standing in a kitchen with a knife and a plate of food
45720,An image of a man standing in a kitchen with a knife and a plate of food
45780,An image of a man standing in a kitchen with a knife and a plate of food
45840,An image of a man standing in a kitchen with a knife and a plate of food.
45900,An image of a man standing in a kitchen with a knife and a plate of food
45960,An image of a man standing in a kitchen with a knife and a plate of food
46020,An image of a man cooking in a kitchen
46080,An image of a man standing in a kitchen with a knife in his hand and a pizza on the counter.
46140,An image of a man standing in a kitchen with a knife and a pizza on the counter.
46200,An image of a man standing in a kitchen with a knife in his hand and a pizza on the counter.
46260,An image of a man standing in a kitchen with a knife and a pizza on the table.
46320,An image of a man standing in a kitchen with a knife and a plate of food
46380,An image of a person standing in a kitchen with a knife and a pizza on the counter.
46440,An image of a person standing in a kitchen with a microwave and a sink.
46500,An image of a person standing in a kitchen with a knife and a pizza on the table.
46560,An image of a man standing in a kitchen with a knife and a pizza on the table.
46620,An image of a man standing in a kitchen with a knife and a pizza
46680,An image of a man standing in a kitchen with a knife and a pizza on the table.
46740,An image of a man standing in a kitchen with a knife and a pizza on the counter.
46800,An image of a man standing in a kitchen with a knife and a pizza on the counter.
46860,An image of a man standing in a kitchen with a knife and a pizza on the table.
46920,An image of a man standing in a kitchen with a knife and a pizza
46980,An image of a man standing in a kitchen with a knife and a pizza on the table.
47040,An image of a man standing in a kitchen with a knife and a pizza on the table.
47100,An image of a man standing in a kitchen with a knife and a pizza
47160,An image of a man standing in a kitchen with a knife and a plate of food
47220,An image of a man standing in a kitchen with a knife and a pizza on the table.
47280,An image of a man standing in a kitchen with a knife in his hand and a pizza on the counter.
47340,An image of a man standing in a kitchen with a knife in his hand and a pizza on the counter.
47400,An image of a man standing in a kitchen with a knife and a pizza on the counter.
47460,An image of a man standing in a kitchen with a knife and a pizza on the counter.
47520,An image of a man standing in a kitchen with a knife and a bowl of food on the counter.
47580,An image of a man standing in a kitchen with a knife and a pizza on the counter.
47640,An image of a man standing in a kitchen with a knife and a pizza
47700,An image of a man standing in a kitchen with a knife in his hand and a pizza on the counter.
47760,An image of a man standing in a kitchen with a knife and a pizza on the table.
47820,An image of a man cooking in a kitchen
47880,An image of a man standing in a kitchen with a plate of food.
47940,An image of a man standing in a kitchen with a knife and a pizza on the counter.
48000,An image of a man standing in a kitchen with a knife and a pizza on the counter.
48060,An image of a man standing in a kitchen with a knife and a pizza
48120,An image of a man standing in a kitchen with a pizza and a bottle of wine on the table.
48180,An image of a man standing in a kitchen with a knife and a pizza on the counter.
48240,An image of a man standing in a kitchen with a knife and a pizza on the counter.
48300,An image of a man standing in a kitchen with a knife and a pizza on the counter.
48360,An image of a man standing in a kitchen with a knife and a pizza on the counter.
48420,An image of a man cooking in a kitchen
48480,An image of a man standing in a kitchen with a knife and a pizza
48540,An image of a man standing in a kitchen with a knife and a pizza on the table.
48600,An image of a man standing in a kitchen with a knife and a pizza on the table.
48660,An image of a man standing in a kitchen with a knife and a wine glass
48720,An image of a man standing in a kitchen with a knife and a pizza on the counter.
48780,An image of a man standing in a kitchen with a knife and a bottle of wine
48840,An image of a man standing in a kitchen with a knife in his hand and a pizza on the counter.
48900,An image of a man standing in a kitchen with a knife in his hand and a pizza on the counter.
48960,An image of a man standing in a kitchen with a knife in his hand.
49020,An image of a man standing in a kitchen with a knife and a pizza
49080,An image of a man standing in a kitchen with a knife and a pizza on the counter.
49140,An image of a man standing in a kitchen with a knife in his hand.
49200,"An image of a man standing in a kitchen, preparing food."
49260,An image of a man standing in a kitchen with a knife and a plate of food.
49320,An image of a man standing in a kitchen with a knife in his hand and a pizza on the table.
49380,"An image of a man standing in a kitchen, wearing a striped shirt and a black and white striped prison uniform, with his hands in the food."
49440,An image of a man preparing food in a kitchen
49500,An image of a man standing in a kitchen and preparing food.
49560,An image of a man preparing food in a kitchen
49620,An image of a man standing in a kitchen with a knife in his hand and a plate of food in front of him.
49680,An image of a man standing in a kitchen with a plate of food.
49740,An image of a man standing in a kitchen with a plate of food.
49800,An image of a woman standing in a kitchen with a plate of food
49860,An image of a woman standing in a kitchen with a plate of food
49920,An image of a woman standing in a kitchen with a plate of food.
49980,An image of a man standing in a kitchen with a knife and a bowl of food.
50040,An image of a child standing in a kitchen with a plate of food.
50100,An image of a woman standing in a kitchen with a plate of food.
50160,An image of a man standing in a kitchen with a plate of food.
50220,An image of a man standing in a kitchen with a plate of food.
50280,An image of a woman standing in a kitchen with a plate of food.
50340,An image of a man cooking in a kitchen
50400,An image of a man standing in a kitchen with a plate of food.
50460,An image of a man standing in a kitchen with a plate of food.
50520,An image of a woman standing in a kitchen with a knife and a bowl of food on the counter.
50580,An image of a man standing in a kitchen with a plate of food.
50640,An image of a man cleaning the kitchen
50700,An image of a man throwing a pizza into a bin
50760,An image of a woman stealing a suitcase from a hotel room in the UK
50820,An image of a man standing in a kitchen with a plate of food.
50880,An image of a man standing in a kitchen with a knife and a bowl of food
50940,An image of a man standing in a kitchen with a plate of food.
51000,An image of a man standing in a kitchen with a plate of food.
51060,An image of a man standing in a kitchen with a plate of food.
51120,An image of a man walking into a kitchen with a plate of food.
51180,An image of a man stealing food from a kitchen
51240,An image of a man and a woman in a kitchen
51300,An image of a man walking into a kitchen with a plate of food.
51360,An image of a man standing in a kitchen with a plate of food
51420,An image of a man standing in a kitchen with a plate of food
51480,"An image of a kitchen with a plate of food, a man is standing in the background"
51540,"An image of a kitchen with a plate of food, a person is standing in the background"
51600,An image of a kitchen with a plate of food and a person standing in the doorway.
51660,An image of a man standing in a kitchen with a plate of food
51720,An image of a woman standing in a kitchen with a plate of food
51780,An image of a woman standing in a kitchen with a plate of food.
51840,An image of a woman standing in a kitchen with a plate of food
51900,An image of a man standing in a kitchen with a plate of food
51960,"An image of a kitchen with a plate of food, a person is standing in the doorway"
52020,An image of a kitchen with a plate of food
52080,"An image of a kitchen with a plate of food, a woman is standing in the background"
52140,An image of a kitchen with a plate of food
52200,An image of a kitchen with a plate of food
52260,"An image of a kitchen with a plate of food, a person is standing in the doorway"
52320,"An image of a kitchen with a plate of food, a man is standing in the doorway"
52380,"An image of a kitchen with a plate of food, a person is standing in the background"
52440,An image of a man standing in a kitchen with a plate of food
52500,An image of a man standing in a kitchen with a plate of food
52560,An image of a woman standing in a kitchen with a plate of food.
52620,An image of a man walking into a kitchen with a plate of food.
52680,An image of a woman standing in a kitchen with a plate of food
52740,An image of a kitchen with a plate of food
52800,An image of a kitchen with a plate of food
52860,An image of a kitchen with a plate of food
52920,An image of a kitchen with a plate of food
52980,An image of a kitchen with a plate of food
