frame,caption
33420,An image of a man kneeling on the floor in a kitchen with a plate of food.
33480,An image of a man standing in a kitchen with a pan and a plate of food
33540,"An image of a man standing in a kitchen, holding a knife and a bowl of chopped tomatoes."
33600,An image of a man cooking a dish in a kitchen
33660,An image of a woman preparing a meal in a kitchen
33720,An image of a man preparing food in a kitchen
33780,An image of a man standing in a kitchen with a plate of food.
33840,An image of a man standing in a kitchen with a plate of food.
33900,An image of a person standing in a kitchen with a plate of food.
33960,An image of a man standing in a kitchen with a plate of food.
34020,An image of a man standing in a kitchen with a plate of food.
34080,An image of a person standing in a kitchen with a plate of food.
34140,An image of a person standing in a kitchen with a plate of food.
34200,An image of a person standing in a kitchen with a plate of food.
34260,An image of a person standing in a kitchen with a plate of food.
34320,An image of a woman preparing food in a kitchen
34380,An image of a person standing in a kitchen with a plate of food.
34440,An image of a person standing in a kitchen with a plate of food.
34500,An image of a person standing in a kitchen with a plate of tomatoes.
34560,An image of a person standing in a kitchen with a plate of food.
34620,An image of a man walking into a kitchen with a plate of food.
34680,An image of a person standing in a kitchen with a plate of food.
34740,"An image of a woman standing in a kitchen, holding a piece of paper and looking at a plate of food."
34800,An image of a person standing in a kitchen with a plate of food.
34860,An image of a person standing in a kitchen with a plate of food.
34920,An image of a person standing in a kitchen with a plate of food.
34980,An image of a man standing in a kitchen with a plate of food.
35040,An image of a person standing in a kitchen with a plate of food.
35100,An image of a person standing in a kitchen with a plate of food
35160,An image of a person standing in a kitchen with a plate of food.
35220,An image of a man standing in a kitchen with a plate of food
35280,An image of a person standing in a kitchen with a laptop and a plate of food
35340,An image of a person standing in a kitchen with a laptop and a plate of food
35400,An image of a person standing in a kitchen with a plate of food.
35460,An image of a person standing in a kitchen with a plate of food.
35520,An image of a person standing in a kitchen with a laptop and a plate of food
35580,An image of a person standing in a kitchen with a plate of food.
35640,An image of a person standing in a kitchen with a plate of food.
35700,An image of a person standing in a kitchen with a plate of food.
35760,An image of a person standing in a kitchen with a plate of food.
35820,An image of a person standing in a kitchen with a plate of food.
35880,An image of a person standing in a kitchen with a plate of food.
35940,"An image of a person standing in a kitchen, preparing food."
36000,"An image of a person standing in a kitchen, preparing food."
36060,An image of a person preparing food in a kitchen
36120,An image of a man preparing food in a kitchen
36180,An image of a man cooking a meal in a kitchen
36240,An image of a person cooking in a kitchen
36300,"An image of a person standing in a kitchen, preparing food."
36360,An image of a man cooking a meal in a kitchen
36420,An image of a man preparing food in a kitchen
36480,An image of a man preparing food in a kitchen
36540,An image of a person cooking a meal in a kitchen
36600,An image of a woman cooking in a kitchen
36660,An image of a person cooking in a kitchen
36720,An image of a person standing in a kitchen with a plate of food.
36780,An image of a woman cooking in a kitchen
36840,An image of a woman cooking in a kitchen
36900,An image of a person cooking a meal in a kitchen
36960,An image of a person preparing food in a kitchen
37020,An image of a person cooking a pizza in a kitchen
37080,An image of a woman standing in a kitchen with a plate of food.
37140,An image of a person cooking in a kitchen
37200,An image of a man cooking a meal in a kitchen
37260,An image of a person cooking in a kitchen
37320,An image of a person preparing food in a kitchen
37380,An image of a man cooking a meal in a kitchen
37440,An image of a person preparing food in a kitchen
37500,An image of a man chopping tomatoes in a kitchen
37560,An image of a man chopping vegetables in a kitchen
37620,An image of a person cooking in a kitchen
37680,An image of a person cooking in a kitchen
37740,An image of a person cooking in a kitchen
37800,An image of a person cooking a meal in a kitchen
37860,An image of a person cooking in a kitchen
37920,An image of a person preparing food in a kitchen
37980,An image of a person cooking a meal in a kitchen
38040,An image of a person preparing food in a kitchen
38100,An image of a person standing in a kitchen with a white cane and a plate of food on the counter.
38160,An image of a person pouring a bowl of tomatoes onto a plate.
38220,An image of a person cooking in a kitchen
38280,An image of a person cooking in a kitchen
38340,An image of a man cooking a meal in a kitchen
38400,An image of a man cooking a meal in a kitchen
38460,An image of a man preparing food in a kitchen
38520,An image of a man preparing a meal in a kitchen
38580,An image of a man preparing a meal in a kitchen
38640,An image of a person cooking a meal in a kitchen
38700,An image of a man cooking a meal in a kitchen
38760,An image of a person preparing a dish in a kitchen
38820,An image of a person preparing a meal in a kitchen
38880,An image of a man preparing a meal in a kitchen
38940,An image of a man cooking a meal in a kitchen
39000,An image of a man cooking a meal in a kitchen
39060,An image of a man preparing a meal in a kitchen
39120,An image of a person cooking a meal in a kitchen
39180,An image of a man cooking a meal in a kitchen
39240,An image of a man cooking a meal in a kitchen
39300,"An image of a person standing in a kitchen, preparing food."
39360,An image of a person standing in a kitchen with a plate of food.
39420,An image of a person standing in a kitchen with a white table and two plates of food
39480,An image of a person walking into a kitchen with a plate of food.
39540,An image of a person standing in a kitchen with a plate of food
39600,An image of a person standing in a kitchen with a plate of food
39660,An image of a person standing in a kitchen with a plate of food.
39720,An image of a man cooking a meal in a kitchen
39780,An image of a man preparing food in a kitchen
39840,An image of a man preparing food in a kitchen
39900,An image of a man preparing a meal in a kitchen
39960,An image of a man preparing a meal in a kitchen
40020,An image of a man standing in a kitchen with a plate of food.
40080,An image of a woman walking into a kitchen with a plate of food.
40140,An image of a woman standing in a kitchen with a plate of food
40200,An image of a person standing in a kitchen with a laptop and a plate of food
40260,An image of a person standing in a kitchen with a laptop and a plate of food
40320,An image of a person standing in a kitchen with a plate of food.
40380,An image of a person standing in a kitchen with a plate of food.
40440,An image of a person standing in a kitchen with a laptop and a plate of food
40500,An image of a person standing in a kitchen with a white table and a plate of food on it.
40560,An image of a person standing in a kitchen with a laptop and a plate of food
40620,An image of a person standing in a kitchen with a white table and two white bowls of food.
40680,An image of a person standing in a kitchen with a white table and a plate of food on it.
40740,An image of a person standing in a kitchen with a white table and a plate of food on it.
40800,An image of a person standing in a kitchen with a laptop and a plate of food
40860,An image of a person standing in a kitchen with a plate of food.
40920,An image of a person standing in a kitchen with a plate of food.
40980,An image of a person standing in a kitchen with a plate of food.
41040,An image of a person standing in a kitchen with a plate of food.
41100,An image of a man standing in a kitchen with a plate of food
41160,An image of a person standing in a kitchen with a plate of food
41220,An image of a person standing in a kitchen with a plate of food
41280,An image of a person standing in a kitchen with a plate of food.
41340,"An image of a person standing in a kitchen, with a plate of food."
41400,An image of a person standing in a kitchen with a plate of food
41460,An image of a person standing in a kitchen with a laptop and a plate of food
41520,An image of a man standing in a kitchen with a laptop and a plate of food
41580,An image of a person standing in a kitchen with a laptop and a plate of food
41640,An image of a person standing in a kitchen with a laptop and a plate of food
41700,An image of a person standing in a kitchen with a laptop and a plate of food
41760,An image of a person standing in a kitchen with a laptop and a plate of food
41820,An image of a man standing in a kitchen with a plate of food.
41880,An image of a person standing in a kitchen with a plate of food
41940,An image of a person standing in a kitchen with a laptop and a plate of food
42000,An image of a person standing in a kitchen with a plate of food.
42060,An image of a person standing in a kitchen with a plate of food.
42120,"An image of a person standing in a kitchen, with a plate of food"
42180,An image of a person standing in a kitchen with a plate of food.
42240,An image of a person standing in a kitchen with a plate of food.
42300,An image of a person standing in a kitchen with a laptop and a plate of food
42360,An image of a person standing in a kitchen with a plate of food.
42420,An image of a person standing in a kitchen with a plate of food.
42480,An image of a person standing in a kitchen with a plate of food.
42540,An image of a person standing in a kitchen with a plate of food
42600,An image of a person standing in a kitchen with a laptop and a plate of food
42660,An image of a person standing in a kitchen with a laptop and a plate of food
42720,An image of a person standing in a kitchen with a plate of food
42780,An image of a person standing in a kitchen with a laptop and a plate of food
42840,An image of a person standing in a kitchen with a laptop and a plate of food
42900,An image of a person standing in a kitchen with a plate of food.
42960,An image of a person standing in a kitchen with a laptop and a plate of food
43020,An image of a person standing in a kitchen with a laptop and a plate of food
43080,An image of a person standing in a kitchen with a laptop and a plate of food
43140,An image of a person standing in a kitchen with a laptop and a plate of food
43200,An image of a person standing in a kitchen with a laptop and a plate of food
43260,An image of a person standing in a kitchen with a plate of food.
43320,An image of a man standing in a kitchen with a knife and a bowl of food
43380,An image of a man stealing food from a kitchen
43440,An image of a person standing in a kitchen with a plate of food
43500,An image of a person standing in a kitchen with a plate of food.
43560,An image of a person standing in a kitchen with a laptop and a plate of food
43620,An image of a person standing in a kitchen with a laptop and a plate of food
43680,An image of a person standing in a kitchen with a plate of food.
43740,An image of a person standing in a kitchen with a laptop and a plate of food
43800,An image of a person standing in a kitchen with a laptop and a plate of food
43860,An image of a person standing in a kitchen with a plate of food.
43920,An image of a person standing in a kitchen with a plate of food.
43980,An image of a person standing in a kitchen with a laptop and a plate of food
44040,An image of a person standing in a kitchen with a laptop and a plate of food
44100,An image of a person standing in a kitchen with a laptop and a plate of food
44160,An image of a person standing in a kitchen with a plate of food.
44220,An image of a person standing in a kitchen with a plate of food
44280,An image of a person standing in a kitchen with a plate of food.
44340,An image of a person standing in a kitchen with a plate of food.
44400,An image of a person standing in a kitchen with a plate of food
44460,An image of a person standing in a kitchen with a plate of food.
44520,An image of a person standing in a kitchen with a white table and two bowls of food.
44580,An image of a person standing in a kitchen with a laptop and a plate of food
44640,An image of a person standing in a kitchen with a laptop and a bowl of food
44700,An image of a person standing in a kitchen with a plate of food.
44760,An image of a person standing in a kitchen with a white table and a plate of food on it.
44820,An image of a person standing in a kitchen with a plate of food
44880,An image of a person standing in a kitchen with a plate of food.
44940,An image of a person standing in a kitchen with a plate of food
45000,An image of a person standing in a kitchen with a plate of food
45060,An image of a person standing in a kitchen with a laptop and a plate of food
45120,An image of a person standing in a kitchen with a plate of food.
45180,An image of a person standing in a kitchen with a plate of food.
45240,An image of a person standing in a kitchen with a laptop and a plate of food
45300,An image of a person standing in a kitchen with a laptop and a plate of food
45360,An image of a person standing in a kitchen with a white table and a plate of food on it.
45420,An image of a person standing in a kitchen with a white table and a plate of food on it.
45480,An image of a kitchen and a person standing in it
45540,An image of a person standing in a kitchen with a white table and two white bowls of food.
45600,An image of a person standing in a kitchen
45660,An image of a person standing in a kitchen with a plate of food.
45720,An image of a person standing in a kitchen with a white table and a plate of food on it.
45780,An image of a person standing in a kitchen with a laptop and a plate of food
45840,An image of a person standing in a kitchen with a laptop and a plate of food
45900,An image of a person standing in a kitchen with a laptop and a plate of food
45960,An image of a person standing in a kitchen with a knife and a bowl of food
46020,An image of a man preparing food in a kitchen
46080,An image of a person standing in a kitchen with a laptop and a plate of food
46140,An image of a person standing in a kitchen with a laptop and a plate of food
46200,An image of a person standing in a kitchen with a laptop and a plate of food
46260,An image of a person standing in a kitchen with a laptop and a plate of food
46320,An image of a person standing in a kitchen with a laptop and a plate of food
46380,An image of a person standing in a kitchen with a laptop and a plate of food
46440,An image of a person standing in a kitchen with a laptop and a plate of food
46500,An image of a person standing in a kitchen with a laptop and a plate of food
46560,An image of a person standing in a kitchen with a laptop and a plate of food
46620,An image of a person standing in a kitchen with a laptop and a plate of food
46680,An image of a person standing in a kitchen with a laptop and a plate of food
46740,An image of a person standing in a kitchen with a plate of food.
46800,An image of a person standing in a kitchen with a laptop and a plate of food
46860,An image of a person standing in a kitchen with a laptop and a plate of food
46920,An image of a person standing in a kitchen with a laptop and a plate of food
46980,An image of a person standing in a kitchen with a laptop and a plate of food
47040,An image of a person standing in a kitchen with a laptop and a plate of food
47100,An image of a person standing in a kitchen with a white plate of food and a bowl of food on a table.
47160,An image of a person standing in a kitchen with a laptop and a plate of food
47220,An image of a person standing in a kitchen with a laptop and a plate of food
47280,An image of a person standing in a kitchen with a laptop and a plate of food
47340,An image of a person standing in a kitchen with a plate of food.
47400,An image of a person standing in a kitchen with a laptop and a plate of food
47460,An image of a person standing in a kitchen with a laptop and a plate of food
47520,An image of a person standing in a kitchen with a laptop and a plate of food
47580,An image of a person standing in a kitchen with a laptop and a plate of food
47640,An image of a person standing in a kitchen with a laptop and a plate of food
47700,An image of a person standing in a kitchen with a laptop and a plate of food
47760,An image of a person standing in a kitchen with a laptop and a plate of food
47820,An image of a person standing in a kitchen with a plate of food.
47880,An image of a person standing in a kitchen with a laptop and a plate of food
47940,An image of a person standing in a kitchen with a laptop and a plate of food
48000,An image of a person standing in a kitchen with a plate of food.
48060,An image of a person standing in a kitchen with a laptop and a plate of food
48120,An image of a person standing in a kitchen with a laptop and a plate of food
48180,An image of a person standing in a kitchen with a laptop and a plate of food
48240,An image of a person standing in a kitchen with a laptop and a plate of food
48300,An image of a person standing in a kitchen with a plate of food
48360,An image of a person standing in a kitchen with a laptop and a plate of food
48420,An image of a person standing in a kitchen with a laptop and a plate of food
48480,An image of a person standing in a kitchen with a laptop and a plate of food
48540,An image of a person standing in a kitchen with a laptop and a plate of food
48600,An image of a person standing in a kitchen with a laptop and a plate of food
48660,An image of a person standing in a kitchen with a laptop and a plate of food
48720,An image of a person standing in a kitchen with a plate of food.
48780,An image of a person standing in a kitchen with a laptop and a plate of food
48840,An image of a person standing in a kitchen with a laptop and a plate of food
48900,An image of a person standing in a kitchen with a plate of food
48960,An image of a person standing in a kitchen with a white table and a plate of food on it.
49020,An image of a person standing in a kitchen with a laptop and a plate of food
49080,An image of a person standing in a kitchen with a plate of food.
49140,An image of a person standing in a kitchen with a plate of food
49200,An image of a man preparing food in a kitchen
49260,An image of a person standing in a kitchen with a plate of food.
49320,An image of a man preparing food in a kitchen
49380,"An image of a person standing in a kitchen, preparing food."
49440,An image of a man preparing food in a kitchen
49500,"An image of a man standing in a kitchen, holding a plate and a bowl of food."
49560,"An image of a man standing in a kitchen, preparing food."
49620,An image of a man preparing food in a kitchen
49680,An image of a person standing in a kitchen with a plate of food.
49740,An image of a person standing in a kitchen with a plate of food.
49800,An image of a person standing in a kitchen with a plate of food.
49860,An image of a person standing in a kitchen with a plate of food.
49920,An image of a person standing in a kitchen with a plate of food.
49980,An image of a person standing in a kitchen with a plate of food.
50040,An image of a person standing in a kitchen with a plate of food.
50100,An image of a person standing in a kitchen with a plate of food.
50160,An image of a person standing in a kitchen with a plate of food.
50220,An image of a person standing in a kitchen with a plate of food.
50280,An image of a man standing in a kitchen with a plate of food.
50340,An image of a person standing in a kitchen with a plate of food.
50400,An image of a person standing in a kitchen with a whiteboard and a plate of food.
50460,An image of a person standing in a kitchen with a plate of food.
50520,An image of a man standing in a kitchen with a plate of food
50580,An image of a man preparing food in a kitchen
50640,An image of a man cooking in a kitchen
50700,An image of a man stealing food from a kitchen
50760,An image of a man stealing food from a kitchen
50820,An image of a person standing in a kitchen with a plate of food
50880,An image of a man standing in a kitchen with a plate of food
50940,An image of a man standing in a kitchen with a plate of food.
51000,An image of a man walking into a kitchen with a plate of food.
51060,An image of a person standing in a kitchen with a plate of food.
51120,An image of a man standing in a kitchen with a plate of food.
51180,"An image of a man standing in a kitchen, preparing a meal."
51240,An image of a man walking into a kitchen with a plate of food.
51300,An image of a person walking into a kitchen with a plate of food.
51360,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
51420,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
51480,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
51540,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
51600,An image of a kitchen counter and a plate of food
51660,An image of a kitchen with a white table and a white counter
51720,"An image of a kitchen with a white table and a white counter. On the table, there are two bowls of tomatoes and a bottle of olive oil."
51780,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
51840,An image of a kitchen counter and a white plate of tomatoes and a bowl of cheese
51900,An image of a kitchen with a white table and two plates of food
51960,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
52020,An image of a kitchen counter and a plate of tomatoes
52080,An image of a kitchen counter and a plate of tomatoes
52140,An image of a kitchen counter and a plate of food
52200,An image of a kitchen with a white table and a white bowl of tomatoes
52260,An image of a kitchen with a white table and two plates of food
52320,An image of a kitchen counter and a plate of tomatoes
52380,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
52440,An image of a kitchen counter and a plate of food
52500,An image of a kitchen with a white table and a plate of tomatoes
52560,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
52620,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
52680,An image of a kitchen counter and a plate of tomatoes and a bowl of pasta
52740,An image of a kitchen counter and a plate of food
52800,An image of a kitchen with a white table and a plate of tomatoes
